Cell Number,X,Y,Z,Cell Flux,Standard Deviation
1,0.00000E+00,0.00000E+00,0.00000E+00,1.80907E-08,1.20000E-03
2,-2.00000E+02,-2.00000E+02,0.00000E+00,2.41420E-10,9.50000E-03
3,-1.00000E+02,-2.00000E+02,0.00000E+00,2.34908E-09,3.30000E-03
4,0.00000E+00,-2.00000E+02,0.00000E+00,4.70211E-09,2.30000E-03
5,1.00000E+02,-2.00000E+02,0.00000E+00,6.47293E-09,2.00000E-03
6,2.00000E+02,-2.00000E+02,0.00000E+00,2.13496E-09,3.60000E-03
7,-2.00000E+02,-1.00000E+02,0.00000E+00,9.27913E-10,5.20000E-03
8,-1.00000E+02,-1.00000E+02,0.00000E+00,7.32042E-09,1.90000E-03
9,0.00000E+00,-1.00000E+02,0.00000E+00,1.44386E-08,1.30000E-03
10,1.00000E+02,-1.00000E+02,0.00000E+00,1.24516E-08,1.40000E-03
11,2.00000E+02,-1.00000E+02,0.00000E+00,4.26382E-09,2.50000E-03
12,-2.00000E+02,0.00000E+00,0.00000E+00,1.65549E-09,4.00000E-03
13,-1.00000E+02,0.00000E+00,0.00000E+00,1.14217E-08,1.50000E-03
14,1.00000E+02,0.00000E+00,0.00000E+00,1.25020E-08,1.40000E-03
15,2.00000E+02,0.00000E+00,0.00000E+00,2.14991E-09,3.40000E-03
16,-2.00000E+02,1.00000E+02,0.00000E+00,1.53880E-09,4.10000E-03
17,-1.00000E+02,1.00000E+02,0.00000E+00,8.18693E-09,1.80000E-03
18,0.00000E+00,1.00000E+02,0.00000E+00,1.65652E-08,1.30000E-03
19,1.00000E+02,1.00000E+02,0.00000E+00,9.42617E-09,1.70000E-03
20,2.00000E+02,1.00000E+02,0.00000E+00,1.92366E-09,3.70000E-03
21,-2.00000E+02,2.00000E+02,0.00000E+00,1.09857E-09,5.00000E-03
22,-1.00000E+02,2.00000E+02,0.00000E+00,2.52134E-09,3.30000E-03
23,0.00000E+00,2.00000E+02,0.00000E+00,5.27304E-09,2.20000E-03
24,1.00000E+02,2.00000E+02,0.00000E+00,3.26571E-09,2.70000E-03
25,2.00000E+02,2.00000E+02,0.00000E+00,1.48138E-09,4.10000E-03
26,-7.00000E+02,-7.00000E+02,0.00000E+00,3.64332E-15,1.00000E+00
27,-6.00000E+02,-7.00000E+02,0.00000E+00,1.35449E-12,9.80000E-02
28,-5.00000E+02,-7.00000E+02,0.00000E+00,9.26413E-12,3.97000E-02
29,-4.00000E+02,-7.00000E+02,0.00000E+00,8.68082E-12,4.23000E-02
30,-3.00000E+02,-7.00000E+02,0.00000E+00,2.13469E-13,1.75500E-01
31,-7.00000E+02,-6.00000E+02,0.00000E+00,9.18449E-12,3.91000E-02
32,-6.00000E+02,-6.00000E+02,0.00000E+00,7.55622E-10,5.70000E-03
33,-5.00000E+02,-6.00000E+02,0.00000E+00,2.36195E-09,3.30000E-03
34,-4.00000E+02,-6.00000E+02,0.00000E+00,1.21116E-09,4.70000E-03
35,-3.00000E+02,-6.00000E+02,0.00000E+00,2.03327E-11,2.78000E-02
36,-7.00000E+02,-5.00000E+02,0.00000E+00,2.24960E-11,2.54000E-02
37,-6.00000E+02,-5.00000E+02,0.00000E+00,2.85927E-09,3.00000E-03
38,-5.00000E+02,-5.00000E+02,0.00000E+00,5.52047E-09,2.20000E-03
39,-4.00000E+02,-5.00000E+02,0.00000E+00,1.40321E-09,4.20000E-03
40,-3.00000E+02,-5.00000E+02,0.00000E+00,7.99981E-12,4.06000E-02
41,-7.00000E+02,-4.00000E+02,0.00000E+00,8.62354E-12,4.07000E-02
42,-6.00000E+02,-4.00000E+02,0.00000E+00,7.68805E-10,5.60000E-03
43,-5.00000E+02,-4.00000E+02,0.00000E+00,1.59061E-09,3.90000E-03
44,-4.00000E+02,-4.00000E+02,0.00000E+00,7.21544E-10,6.00000E-03
45,-3.00000E+02,-4.00000E+02,0.00000E+00,3.21702E-12,7.50000E-02
46,-7.00000E+02,-3.00000E+02,0.00000E+00,3.19423E-14,3.64600E-01
47,-6.00000E+02,-3.00000E+02,0.00000E+00,7.29178E-13,1.18200E-01
48,-5.00000E+02,-3.00000E+02,0.00000E+00,8.40866E-12,4.27000E-02
49,-4.00000E+02,-3.00000E+02,0.00000E+00,4.44390E-12,5.78000E-02
50,-3.00000E+02,-3.00000E+02,0.00000E+00,9.46540E-14,2.55800E-01
51,-2.00000E+02,-7.00000E+02,0.00000E+00,3.64898E-14,3.82300E-01
52,-1.00000E+02,-7.00000E+02,0.00000E+00,8.38409E-12,3.92000E-02
53,0.00000E+00,-7.00000E+02,0.00000E+00,1.26697E-11,3.39000E-02
54,1.00000E+02,-7.00000E+02,0.00000E+00,2.38533E-12,7.42000E-02
55,2.00000E+02,-7.00000E+02,0.00000E+00,7.82053E-15,5.03500E-01
56,-2.00000E+02,-6.00000E+02,0.00000E+00,1.22727E-11,3.52000E-02
57,-1.00000E+02,-6.00000E+02,0.00000E+00,4.26392E-09,1.80000E-03
58,0.00000E+00,-6.00000E+02,0.00000E+00,6.25050E-09,1.50000E-03
59,1.00000E+02,-6.00000E+02,0.00000E+00,1.74882E-09,2.90000E-03
60,2.00000E+02,-6.00000E+02,0.00000E+00,5.12745E-12,6.03000E-02
61,-2.00000E+02,-5.00000E+02,0.00000E+00,3.13166E-11,2.25000E-02
62,-1.00000E+02,-5.00000E+02,0.00000E+00,8.65006E-09,1.30000E-03
63,0.00000E+00,-5.00000E+02,0.00000E+00,1.23151E-08,1.10000E-03
64,1.00000E+02,-5.00000E+02,0.00000E+00,1.24429E-09,3.20000E-03
65,2.00000E+02,-5.00000E+02,0.00000E+00,2.00079E-13,2.00400E-01
66,-2.00000E+02,-4.00000E+02,0.00000E+00,4.09714E-13,1.33400E-01
67,-1.00000E+02,-4.00000E+02,0.00000E+00,1.04063E-09,3.70000E-03
68,0.00000E+00,-4.00000E+02,0.00000E+00,1.67775E-09,2.80000E-03
69,1.00000E+02,-4.00000E+02,0.00000E+00,8.44291E-10,4.10000E-03
70,2.00000E+02,-4.00000E+02,0.00000E+00,1.55818E-14,5.10600E-01
71,-2.00000E+02,-3.00000E+02,0.00000E+00,1.07163E-12,1.31100E-01
72,-1.00000E+02,-3.00000E+02,0.00000E+00,9.99250E-12,3.73000E-02
73,0.00000E+00,-3.00000E+02,0.00000E+00,2.57229E-11,2.37000E-02
74,1.00000E+02,-3.00000E+02,0.00000E+00,4.34363E-11,1.83000E-02
75,2.00000E+02,-3.00000E+02,0.00000E+00,1.47137E-11,3.08000E-02
76,3.00000E+02,-7.00000E+02,0.00000E+00,2.46644E-14,6.23300E-01
77,4.00000E+02,-7.00000E+02,0.00000E+00,8.41583E-12,3.97000E-02
78,5.00000E+02,-7.00000E+02,0.00000E+00,1.53996E-11,2.95000E-02
79,6.00000E+02,-7.00000E+02,0.00000E+00,1.05996E-11,4.08000E-02
80,7.00000E+02,-7.00000E+02,0.00000E+00,9.31800E-14,2.68500E-01
81,3.00000E+02,-6.00000E+02,0.00000E+00,1.24273E-11,3.16000E-02
82,4.00000E+02,-6.00000E+02,0.00000E+00,3.03997E-09,2.90000E-03
83,5.00000E+02,-6.00000E+02,0.00000E+00,2.61731E-09,3.00000E-03
84,6.00000E+02,-6.00000E+02,0.00000E+00,1.92725E-09,3.70000E-03
85,7.00000E+02,-6.00000E+02,0.00000E+00,1.59053E-11,3.07000E-02
86,3.00000E+02,-5.00000E+02,0.00000E+00,4.28784E-11,1.89000E-02
87,4.00000E+02,-5.00000E+02,0.00000E+00,5.80925E-09,2.10000E-03
88,5.00000E+02,-5.00000E+02,0.00000E+00,9.44349E-09,1.70000E-03
89,6.00000E+02,-5.00000E+02,0.00000E+00,5.81192E-09,2.10000E-03
90,7.00000E+02,-5.00000E+02,0.00000E+00,4.18319E-11,1.89000E-02
91,3.00000E+02,-4.00000E+02,0.00000E+00,2.03413E-11,2.70000E-02
92,4.00000E+02,-4.00000E+02,0.00000E+00,4.48247E-09,2.40000E-03
93,5.00000E+02,-4.00000E+02,0.00000E+00,9.47375E-09,1.70000E-03
94,6.00000E+02,-4.00000E+02,0.00000E+00,4.34608E-09,2.50000E-03
95,7.00000E+02,-4.00000E+02,0.00000E+00,1.99066E-11,2.70000E-02
96,3.00000E+02,-3.00000E+02,0.00000E+00,3.84192E-13,1.33000E-01
97,4.00000E+02,-3.00000E+02,0.00000E+00,2.15600E-11,2.53000E-02
98,5.00000E+02,-3.00000E+02,0.00000E+00,6.74103E-11,1.52000E-02
99,6.00000E+02,-3.00000E+02,0.00000E+00,1.62909E-11,2.83000E-02
100,7.00000E+02,-3.00000E+02,0.00000E+00,1.02090E-13,2.71700E-01
101,-7.00000E+02,-2.00000E+02,0.00000E+00,9.87760E-14,2.34100E-01
102,-6.00000E+02,-2.00000E+02,0.00000E+00,2.34372E-11,2.63000E-02
103,-5.00000E+02,-2.00000E+02,0.00000E+00,6.33512E-11,1.53000E-02
104,-4.00000E+02,-2.00000E+02,0.00000E+00,1.08523E-11,3.45000E-02
105,-3.00000E+02,-2.00000E+02,0.00000E+00,1.87796E-12,1.05400E-01
106,-7.00000E+02,-1.00000E+02,0.00000E+00,1.64389E-11,3.09000E-02
107,-6.00000E+02,-1.00000E+02,0.00000E+00,4.50198E-09,2.40000E-03
108,-5.00000E+02,-1.00000E+02,0.00000E+00,1.01551E-08,1.60000E-03
109,-4.00000E+02,-1.00000E+02,0.00000E+00,3.37939E-09,2.70000E-03
110,-3.00000E+02,-1.00000E+02,0.00000E+00,2.03445E-11,2.58000E-02
111,-7.00000E+02,0.00000E+00,0.00000E+00,2.80707E-11,2.24000E-02
112,-6.00000E+02,0.00000E+00,0.00000E+00,6.20349E-09,2.00000E-03
113,-5.00000E+02,0.00000E+00,0.00000E+00,1.36423E-08,1.40000E-03
114,-4.00000E+02,0.00000E+00,0.00000E+00,4.92234E-09,2.30000E-03
115,-3.00000E+02,0.00000E+00,0.00000E+00,2.70206E-11,2.29000E-02
116,-7.00000E+02,1.00000E+02,0.00000E+00,1.57667E-11,2.87000E-02
117,-6.00000E+02,1.00000E+02,0.00000E+00,1.72443E-09,3.80000E-03
118,-5.00000E+02,1.00000E+02,0.00000E+00,3.39561E-09,2.70000E-03
119,-4.00000E+02,1.00000E+02,0.00000E+00,1.77040E-09,3.90000E-03
120,-3.00000E+02,1.00000E+02,0.00000E+00,9.20828E-12,3.83000E-02
121,-7.00000E+02,2.00000E+02,0.00000E+00,8.69010E-14,3.21000E-01
122,-6.00000E+02,2.00000E+02,0.00000E+00,3.74350E-12,5.88000E-02
123,-5.00000E+02,2.00000E+02,0.00000E+00,8.67518E-12,3.91000E-02
124,-4.00000E+02,2.00000E+02,0.00000E+00,6.83533E-12,5.18000E-02
125,-3.00000E+02,2.00000E+02,0.00000E+00,1.13656E-11,3.94000E-02
126,3.00000E+02,-2.00000E+02,0.00000E+00,1.09964E-11,4.54000E-02
127,4.00000E+02,-2.00000E+02,0.00000E+00,7.83855E-12,4.66000E-02
128,5.00000E+02,-2.00000E+02,0.00000E+00,9.69954E-12,3.99000E-02
129,6.00000E+02,-2.00000E+02,0.00000E+00,9.69750E-12,4.16000E-02
130,7.00000E+02,-2.00000E+02,0.00000E+00,1.01928E-13,2.57900E-01
131,3.00000E+02,-1.00000E+02,0.00000E+00,4.78938E-11,1.75000E-02
132,4.00000E+02,-1.00000E+02,0.00000E+00,2.15541E-09,3.40000E-03
133,5.00000E+02,-1.00000E+02,0.00000E+00,3.86558E-09,2.60000E-03
134,6.00000E+02,-1.00000E+02,0.00000E+00,8.55791E-10,5.40000E-03
135,7.00000E+02,-1.00000E+02,0.00000E+00,3.53553E-12,6.59000E-02
136,3.00000E+02,0.00000E+00,0.00000E+00,3.36510E-11,2.06000E-02
137,4.00000E+02,0.00000E+00,0.00000E+00,4.32266E-09,2.40000E-03
138,5.00000E+02,0.00000E+00,0.00000E+00,1.14229E-08,1.50000E-03
139,6.00000E+02,0.00000E+00,0.00000E+00,1.92914E-09,3.60000E-03
140,7.00000E+02,0.00000E+00,0.00000E+00,5.97562E-12,5.23000E-02
141,3.00000E+02,1.00000E+02,0.00000E+00,2.86603E-11,2.40000E-02
142,4.00000E+02,1.00000E+02,0.00000E+00,2.03687E-09,3.60000E-03
143,5.00000E+02,1.00000E+02,0.00000E+00,2.59809E-09,3.10000E-03
144,6.00000E+02,1.00000E+02,0.00000E+00,5.43492E-10,6.70000E-03
145,7.00000E+02,1.00000E+02,0.00000E+00,8.48344E-13,1.00600E-01
146,3.00000E+02,2.00000E+02,0.00000E+00,4.48828E-12,5.39000E-02
147,4.00000E+02,2.00000E+02,0.00000E+00,1.08677E-11,3.71000E-02
148,5.00000E+02,2.00000E+02,0.00000E+00,8.81598E-12,3.93000E-02
149,6.00000E+02,2.00000E+02,0.00000E+00,5.15588E-13,1.40500E-01
150,7.00000E+02,2.00000E+02,0.00000E+00,0.00000E+00,0.00000E+00
151,-7.00000E+02,3.00000E+02,0.00000E+00,3.36769E-14,3.81800E-01
152,-6.00000E+02,3.00000E+02,0.00000E+00,3.07715E-12,6.58000E-02
153,-5.00000E+02,3.00000E+02,0.00000E+00,1.17318E-11,3.40000E-02
154,-4.00000E+02,3.00000E+02,0.00000E+00,8.61578E-13,1.20700E-01
155,-3.00000E+02,3.00000E+02,0.00000E+00,3.76458E-14,3.66800E-01
156,-7.00000E+02,4.00000E+02,0.00000E+00,7.71305E-12,4.30000E-02
157,-6.00000E+02,4.00000E+02,0.00000E+00,1.15923E-09,4.70000E-03
158,-5.00000E+02,4.00000E+02,0.00000E+00,2.00800E-09,3.60000E-03
159,-4.00000E+02,4.00000E+02,0.00000E+00,2.54154E-10,9.20000E-03
160,-3.00000E+02,4.00000E+02,0.00000E+00,8.82366E-13,1.25300E-01
161,-7.00000E+02,5.00000E+02,0.00000E+00,1.88091E-11,2.89000E-02
162,-6.00000E+02,5.00000E+02,0.00000E+00,3.39848E-09,2.80000E-03
163,-5.00000E+02,5.00000E+02,0.00000E+00,5.33560E-09,2.20000E-03
164,-4.00000E+02,5.00000E+02,0.00000E+00,1.48913E-09,4.10000E-03
165,-3.00000E+02,5.00000E+02,0.00000E+00,1.82644E-11,2.77000E-02
166,-7.00000E+02,6.00000E+02,0.00000E+00,8.66362E-12,4.29000E-02
167,-6.00000E+02,6.00000E+02,0.00000E+00,1.29463E-09,4.50000E-03
168,-5.00000E+02,6.00000E+02,0.00000E+00,2.17046E-09,3.40000E-03
169,-4.00000E+02,6.00000E+02,0.00000E+00,1.26167E-09,4.60000E-03
170,-3.00000E+02,6.00000E+02,0.00000E+00,1.59184E-11,3.05000E-02
171,-7.00000E+02,7.00000E+02,0.00000E+00,6.80392E-14,4.17100E-01
172,-6.00000E+02,7.00000E+02,0.00000E+00,5.95929E-12,5.24000E-02
173,-5.00000E+02,7.00000E+02,0.00000E+00,6.51349E-12,4.78000E-02
174,-4.00000E+02,7.00000E+02,0.00000E+00,5.94227E-12,4.72000E-02
175,-3.00000E+02,7.00000E+02,0.00000E+00,7.33825E-14,2.78600E-01
176,-2.00000E+02,3.00000E+02,0.00000E+00,6.22041E-12,4.97000E-02
177,-1.00000E+02,3.00000E+02,0.00000E+00,1.65345E-11,2.88000E-02
178,0.00000E+00,3.00000E+02,0.00000E+00,1.90479E-11,2.73000E-02
179,1.00000E+02,3.00000E+02,0.00000E+00,1.49741E-11,3.08000E-02
180,2.00000E+02,3.00000E+02,0.00000E+00,5.88042E-12,4.48000E-02
181,-2.00000E+02,4.00000E+02,0.00000E+00,1.38791E-12,9.91000E-02
182,-1.00000E+02,4.00000E+02,0.00000E+00,6.10548E-10,6.50000E-03
183,0.00000E+00,4.00000E+02,0.00000E+00,1.33972E-09,4.30000E-03
184,1.00000E+02,4.00000E+02,0.00000E+00,2.00578E-10,1.01000E-02
185,2.00000E+02,4.00000E+02,0.00000E+00,2.89505E-13,1.54500E-01
186,-2.00000E+02,5.00000E+02,0.00000E+00,7.04982E-12,4.87000E-02
187,-1.00000E+02,5.00000E+02,0.00000E+00,1.54776E-09,4.10000E-03
188,0.00000E+00,5.00000E+02,0.00000E+00,3.19478E-09,2.80000E-03
189,1.00000E+02,5.00000E+02,0.00000E+00,1.77077E-09,4.00000E-03
190,2.00000E+02,5.00000E+02,0.00000E+00,6.95552E-12,4.23000E-02
191,-2.00000E+02,6.00000E+02,0.00000E+00,1.15867E-12,1.08100E-01
192,-1.00000E+02,6.00000E+02,0.00000E+00,6.86299E-10,6.00000E-03
193,0.00000E+00,6.00000E+02,0.00000E+00,1.58807E-09,4.00000E-03
194,1.00000E+02,6.00000E+02,0.00000E+00,1.07213E-09,4.70000E-03
195,2.00000E+02,6.00000E+02,0.00000E+00,9.23856E-12,3.88000E-02
196,-2.00000E+02,7.00000E+02,0.00000E+00,7.97157E-14,2.33700E-01
197,-1.00000E+02,7.00000E+02,0.00000E+00,2.60689E-12,7.22000E-02
198,0.00000E+00,7.00000E+02,0.00000E+00,9.52579E-12,4.30000E-02
199,1.00000E+02,7.00000E+02,0.00000E+00,3.67838E-12,6.23000E-02
200,2.00000E+02,7.00000E+02,0.00000E+00,1.75318E-13,2.09200E-01
201,3.00000E+02,3.00000E+02,0.00000E+00,2.18498E-13,1.74100E-01
202,4.00000E+02,3.00000E+02,0.00000E+00,1.27357E-11,3.47000E-02
203,5.00000E+02,3.00000E+02,0.00000E+00,2.44320E-11,2.57000E-02
204,6.00000E+02,3.00000E+02,0.00000E+00,8.73143E-12,3.67000E-02
205,7.00000E+02,3.00000E+02,0.00000E+00,4.98927E-14,3.81900E-01
206,3.00000E+02,4.00000E+02,0.00000E+00,1.59172E-11,2.89000E-02
207,4.00000E+02,4.00000E+02,0.00000E+00,3.34863E-09,2.70000E-03
208,5.00000E+02,4.00000E+02,0.00000E+00,7.27127E-09,1.90000E-03
209,6.00000E+02,4.00000E+02,0.00000E+00,2.65826E-09,3.10000E-03
210,7.00000E+02,4.00000E+02,0.00000E+00,1.61231E-11,3.03000E-02
211,3.00000E+02,5.00000E+02,0.00000E+00,2.96533E-11,2.21000E-02
212,4.00000E+02,5.00000E+02,0.00000E+00,7.66237E-09,1.80000E-03
213,5.00000E+02,5.00000E+02,0.00000E+00,1.46904E-08,1.30000E-03
214,6.00000E+02,5.00000E+02,0.00000E+00,6.27701E-09,2.00000E-03
215,7.00000E+02,5.00000E+02,0.00000E+00,2.84993E-11,2.22000E-02
216,3.00000E+02,6.00000E+02,0.00000E+00,2.31140E-11,2.64000E-02
217,4.00000E+02,6.00000E+02,0.00000E+00,5.07442E-09,2.30000E-03
218,5.00000E+02,6.00000E+02,0.00000E+00,9.97270E-09,1.60000E-03
219,6.00000E+02,6.00000E+02,0.00000E+00,3.40552E-09,2.80000E-03
220,7.00000E+02,6.00000E+02,0.00000E+00,1.74673E-11,3.00000E-02
221,3.00000E+02,7.00000E+02,0.00000E+00,1.47828E-13,1.87200E-01
222,4.00000E+02,7.00000E+02,0.00000E+00,2.97376E-11,2.26000E-02
223,5.00000E+02,7.00000E+02,0.00000E+00,6.02804E-11,1.59000E-02
224,6.00000E+02,7.00000E+02,0.00000E+00,2.63164E-11,2.40000E-02
225,7.00000E+02,7.00000E+02,0.00000E+00,5.67835E-13,1.18400E-01
